id,original,paraphrased
id_00419,"Unless a noncardiac cause is evident, an ECG should be performed for patients seen in the office setting with stable chest pain; if an ECG is unavailable the patient should be referred to the ED so one can be obtained.1-5","If no noncardiac cause is apparent, patients presenting with stable chest pain in the office should undergo an ECG; if an ECG cannot be performed, the patient should be directed to the ED for this test."
id_01859,"In patients with chronic symptomatic PAD, pentoxifylline is not recommended for treatment of claudication.11,12 Chelation Therapy",Pentoxifylline is not advised for treating claudication in patients with chronic symptomatic PAD.
id_02339,"In patients with unruptured AAA who have symptoms that are attributable to the aneu- rysm, repair is recommended to reduce the risk of rupture.7,8","For patients with symptomatic unruptured AAA, repair is advised to lower the risk of rupture."
id_01379,"For a patient with suspected opioid overdose who has a definite pulse but no normal breathing or only gasping (ie, a respiratory arrest), in addition to providing standard BLS and/or ALS care, it is reasonable for responders to administer naloxone. Downloaded from http://ahajournals.org by on June 19, 2025","In cases of suspected opioid overdose where the patient has a clear pulse but exhibits abnormal breathing or gasping (indicative of respiratory arrest), it is appropriate for responders to give naloxone alongside standard BLS and/or ALS interventions."
id_00420,"Patients with clinical evidence of ACS or other life-threatening causes of acute chest pain seen in the office setting should be transported urgently to the ED, ideally by EMS.1-9","Patients exhibiting clinical signs of ACS or other critical causes of acute chest pain in an office setting should be promptly transported to the ED, preferably via EMS."
id_01860,"In patients with chronic symptomatic PAD, chelation therapy is not recommended for treatment of claudication.13",Chelation therapy is not advised for treating claudication in patients with chronic symptomatic PAD.
id_02820,"For athletes with HCM, a comprehensive evaluation and shared discussion of potential risks of sports participation by an expert provider is recommended.295",Athletes with HCM should undergo a thorough assessment and engage in a collaborative discussion about the potential risks of sports participation with a specialist.
id_02819,"For most patients with HCM, mild- to moderate-intensity recreational* exercise is beneficial to improve cardiorespiratory fit- ness, physical functioning, and quality of life, and for their overall health in keeping with physical activity guidelines for the general population.292–294","For the majority of individuals with HCM, engaging in recreational exercise of mild to moderate intensity is advantageous for enhancing cardiorespiratory fitness, physical function, and quality of life, aligning with general physical activity guidelines for overall health."
id_02340,"In patients with unruptured saccular AAA, intervention to reduce the risk of rupture may be reasonable.9","For patients with unruptured saccular AAA, it might be advisable to consider intervention to lower the risk of rupture."
id_01380,"After return of spontaneous breathing, patients should be observed in a healthcare setting until the risk of recurrent opioid toxicity is low and the patient’s level of consciousness and vital signs have normalized.","Once spontaneous breathing resumes, patients must be monitored in a medical facility until the likelihood of recurrent opioid toxicity is minimal and both their consciousness and vital signs have stabilized."
id_01861,"In patients with PAD, providing general preventive foot self-care education to patients and their family members and support persons is recommended.1–7","It is advised to offer general education on preventive foot self-care to patients with PAD, as well as their family members and support persons."
id_02341,"In patients with unruptured AAA and aneu- rysm growth of ≥0.5 cm in 6 months, repair to reduce the risk of rupture may be reason- able.1-5","For patients with unruptured AAA experiencing an aneurysm enlargement of 0.5 cm or more over 6 months, it may be advisable to consider repair to lower the risk of rupture."
id_02821,"For most patients with HCM, participa- tion in low-intensity competitive sports is reasonable.2,297",Engaging in low-intensity competitive sports is generally appropriate for the majority of individuals with HCM.
id_01381,"If recurrent opioid toxicity develops, repeated small doses or an infusion of naloxone can be ben- eficial. Downloaded from http://ahajournals.org by on June 19, 2025","In cases of recurrent opioid toxicity, administering repeated small doses or a continuous infusion of naloxone may be advantageous."
id_01382,"It is reasonable for lay rescuers to receive training in responding to opioid overdose, including provi- sion of naloxone.","Training laypeople to handle opioid overdoses, including administering naloxone, is advisable."
id_01862,"In patients with PAD, foot inspection by a clinician at every visit is recommended.","For patients with PAD, it is advised that a clinician examine their feet during each appointment."
id_02342,"In patients with nonruptured AAA with low to moderate operative risk and who have anatomy suitable for either open or EVAR, a shared decision-making process weighing the risks and benefits of each approach is recom- mended.1-11","For patients with nonruptured AAA who have a low to moderate risk for surgery and anatomy that allows for either open repair or EVAR, it is advised to engage in shared decision-making to evaluate the risks and benefits of each treatment option."
id_00422,"In all patients presenting to the ED with acute chest pain and suspected ACS, cTn should be measured as soon as possible after presentation.8,9","For every patient arriving at the ED with acute chest pain and a suspicion of ACS, cTn must be assessed promptly upon arrival."
id_00423,"For patients with acute chest pain and suspected ACS initially evaluated in the office setting, delayed transfer to the ED for cTn or other diagnostic testing should be avoided.",Patients with acute chest pain and suspected ACS first assessed in an office setting should not experience delays in being transferred to the ED for cTn or other diagnostic tests.
id_02822,"In individuals who are genotype-positive, phenotype-negative for HCM, participation in competitive athletics of any intensity is reasonable.2,174,297–301","For those with a positive genotype but no phenotypic expression of HCM, engaging in competitive sports at any level is considered reasonable."
id_00421,"In all patients who present with acute chest pain regardless of the setting, an ECG should be acquired and reviewed for STEMI within 10 minutes of arrival.1-3,6,7,10","For every patient experiencing acute chest pain, an ECG must be obtained and evaluated for STEMI within 10 minutes of their arrival, irrespective of the setting."
id_01383,"We recommend giving atropine immediately for severe poisoning, such as bronchospasm, bron- chorrhea, seizures, or significant bradycardia, from organophosphate or carbamate poisoning.","We advise administering atropine right away in cases of severe organophosphate or carbamate poisoning, characterized by symptoms like bronchospasm, bronchorrhea, seizures, or notable bradycardia."
id_02343,"In patients undergoing elective endovascular repair for nonruptured AAA, adherence to manufacturer’s instructions for use is recom- mended.12-16","For patients having elective endovascular repair of nonruptured AAA, it is advised to follow the manufacturer's usage guidelines."
id_01384,We recommend early endotracheal intubation for life-threatening organophosphate or carbamate poisoning.,We advise prompt endotracheal intubation for severe poisoning by organophosphates or carbamates.
id_01863,"In patients with PAD at high risk for ulcers and amputation (Table 12), therapeutic footwear is recommended.8,9",Therapeutic footwear is advised for patients with PAD who are at elevated risk for ulcers and amputation (refer to Table 12).
id_01864,"In patients with PAD, a comprehensive foot evaluation (Table 13) should be performed at least annually to identify risk factors for ulcers and amputation.","For patients with PAD, conduct a thorough foot assessment at least once a year to detect risk factors for ulcers and amputation."
id_02823,"For patients with HCM, participation in high-intensity recreational activities or mod- erate- to high-intensity competitive sports activities may be considered after a compre- hensive evaluation and shared discussion, repeated annually with an expert provider who conveys that the risk of sudden death and ICD shocks may be increased, and with the understanding that eligibility decisions for competitive sports participation often involve third parties (eg, team physicians, consultants, and other institutional leader- ship) acting on behalf of the schools or teams.174,295,298–301","Patients with HCM may consider engaging in high-intensity recreational activities or moderate- to high-intensity competitive sports following a thorough evaluation and annual discussions with an expert provider. This provider should communicate the potential increased risk of sudden death and ICD shocks. Additionally, eligibility for competitive sports often involves decisions made by third parties, such as team physicians, consultants, and institutional leaders representing schools or teams."
id_00425,"Patients with chest pain in whom the initial ECG is consistent with an ACS should be treated according to STEMI and NSTE-ACS guidelines.1,2",Patients experiencing chest pain with an initial ECG indicative of ACS should receive treatment following the guidelines for STEMI and NSTE-ACS.
id_01385,We recommend administration of benzodiazepines to treat seizures and agitation in the setting of organophosphate or carbamate poisoning.,We advise using benzodiazepines to manage seizures and agitation caused by organophosphate or carbamate poisoning.
id_00424,"In patients with chest pain in which an initial ECG is nondiagnostic, serial ECGs to detect potential ischemic changes should be performed, especially when clinical suspicion of ACS is high, symptoms are persistent, or the clinical condition deteriorates.1","For patients experiencing chest pain with an inconclusive initial ECG, repeated ECGs should be conducted to identify possible ischemic changes, particularly if there is a strong suspicion of ACS, symptoms continue, or the patient's condition worsens."
id_02344,"In patients with nonruptured AAA and a high perioperative risk, EVAR is reasonable to reduce the risk of 30-day morbidity, mortality, or both.9,10","For patients with nonruptured AAA who have a high risk during surgery, EVAR is a suitable option to lower the risk of morbidity and/or mortality within 30 days."
id_02824,"In patients with HCM, ICD placement for the sole purpose of participation in competitive athletics should not be performed.2,174,302 *Recreational exercise is done for the purpose of leisure with no requirement for systematic training and without the purpose to excel or compete against others. 6.2. Occupation Recommendations for Occupation in Patients With HCM COR LOE Recommendations","For patients with HCM, an ICD should not be implanted solely to allow participation in competitive sports. Recreational exercise is intended for leisure without the need for structured training or the aim to compete or excel against others."
id_01865,"In patients with PAD, referral to a footcare specialist, when available, is reasonable for ongoing preventive care and longitudinal surveillance.10–16","For patients with PAD, it is advisable to refer them to a footcare specialist, if accessible, for continuous preventive care and long-term monitoring."
id_02345,"For patients with nonruptured AAA, a moderate to high perioperative risk, and anatomy suitable for an FDA-approved fenestrated endovascular device, endovas- cular repair is reasonable over open repair to reduce the risk of perioperative compli- cations.10,11,17,18","For patients with nonruptured AAA who have a moderate to high risk during surgery and anatomy compatible with an FDA-approved fenestrated endovascular device, opting for endovascular repair instead of open repair is advisable to minimize the risk of perioperative complications."
id_01386,We recommend use of appropriate personal pro- tective equipment when caring for patients with organophosphate or carbamate exposure.,We advise wearing suitable personal protective gear when treating patients exposed to organophosphates or carbamates.
id_00426,"In patients with chest pain and intermediate- to-high clinical suspicion for ACS in whom the initial ECG is nondiagnostic, supplemental electrocardiographic leads V7 to V9 are reasonable to rule out posterior MI.3-5","For patients experiencing chest pain with a moderate to high likelihood of ACS and an inconclusive initial ECG, using additional ECG leads V7 to V9 is advisable to exclude posterior MI."
id_01866,"In patients with chronic symptomatic PAD, SET is recommended to improve walking performance, functional status, and QOL.7,16–28","For patients with chronic symptomatic PAD, it is advised to use SET to enhance walking ability, functional capacity, and quality of life."
id_02825,"For patients with HCM, it is reasonable to follow Federal Motor Carrier Safety Administration cardiovascular disease guidelines that permit driving commercial motor vehicles, if they do not have an ICD or any major risk factors for SCD and are following a guideline-directed manage- ment plan.303","For individuals with HCM, it is appropriate to adhere to the Federal Motor Carrier Safety Administration's cardiovascular disease guidelines allowing them to drive commercial vehicles, provided they lack an ICD, have no significant SCD risk factors, and are adhering to a guideline-directed management plan."
id_02346,"For patients with asymptomatic small AAA and concomitant common iliac artery aneurysm(s) ≥3.5 cm, elective repair of both abdominal and iliac aneurysms is recom- mended.1-4",Elective repair is advised for patients with asymptomatic small AAA who also have common iliac artery aneurysms measuring 3.5 cm or larger.
id_02826,"For pilot aircrew with a diagnosis of HCM, it is reasonable to follow Federal Aviation Administration guidelines that permit consid- eration of multicrew flying duties, provided they are asymptomatic, are deemed low risk for SCD, and can complete a maximal tread- mill stress test at 85% peak heart rate.304","For aircrew pilots diagnosed with HCM, it is appropriate to adhere to Federal Aviation Administration guidelines allowing for the possibility of multicrew flying roles, as long as they show no symptoms, are assessed as having a low risk for sudden cardiac death, and can successfully perform a maximal treadmill stress test reaching 85% of their peak heart rate."
id_01387,We recommend dermal decontamination for exter- nal organophosphate or carbamate exposure.,We advise performing skin decontamination for exposure to external organophosphates or carbamates.
id_01867,"In patients with chronic symptomatic PAD, a structured community-based exercise program with behavioral change techniques is effective to improve walking performance, functional status, and QOL.5–15","For patients with chronic symptomatic PAD, participating in a community-based exercise program that incorporates behavioral change strategies effectively enhances walking ability, functional status, and quality of life."
id_00427,"In patients presenting with acute chest pain, a chest radiograph is useful to evaluate for other potential cardiac, pulmonary, and thoracic causes of symptoms. Downloaded from http://ahajournals.org by on June 19, 2025","For patients experiencing sudden chest pain, a chest X-ray is beneficial for assessing other possible cardiac, lung, and thoracic origins of the symptoms."
id_01388,The use of pralidoxime is reasonable for organo- phosphate poisoning.,Administering pralidoxime is appropriate for treating organophosphate poisoning.
id_01868,"In patients who have undergone revascularization for chronic symptomatic PAD, SET after revascularization is effective to improve walking performance, functional status, and QOL.29–39","For patients with chronic symptomatic PAD who have had revascularization, engaging in SET post-procedure effectively enhances walking ability, functional capacity, and quality of life."
id_00428,"In patients presenting with acute chest pain, serial cTn I or T levels are useful to identify abnormal values and a rising or falling pattern indicative of acute myocardial injury.1-21","For patients with acute chest pain, repeated measurements of cTn I or T levels help detect abnormal values and a trend of increase or decrease, indicating acute myocardial injury."
id_02347,"When treating common iliac artery aneu- rysms or ectasia as part of AAA repair, preservation of at least 1 hypogastric artery is recommended, if anatomically feasible, to decrease the risk of pelvic ­ischemia.5,6","In the repair of AAA involving common iliac artery aneurysms or ectasia, it is advised to maintain at least one hypogastric artery, if possible, to reduce the risk of pelvic ischemia."
id_02828,"For pregnant women with HCM and AF or other indications for anticoagulation, low-molecular- weight heparin or vitamin K antagonists (at maximum therapeutic dose of <5 mg daily) are recommended for stroke prevention.249,250,305","For pregnant women with HCM and AF or other reasons requiring anticoagulation, it is advised to use low-molecular-weight heparin or vitamin K antagonists (with a maximum therapeutic dose of less than 5 mg daily) to prevent stroke."
id_02348,"In patients treated with TEVAR, surveillance imaging with CT is recommended after 1 month and 12 months and, if stable, annually thereafter.1-5","For patients undergoing TEVAR, it is advised to perform surveillance imaging with CT at 1 month and 12 months post-treatment, and annually if the condition remains stable."
id_00429,"In patients presenting with acute chest pain, high-sensitivity cTn is the preferred biomarker because it enables more rapid detection or exclusion of myocardial injury and increases diagnostic accuracy.17,21-25","For patients with acute chest pain, high-sensitivity cTn is the biomarker of choice as it allows for quicker identification or ruling out of myocardial injury and enhances diagnostic precision."
id_02827,"Patients with HCM may consider occupations that require manual labor, heavy lifting, or a high level of physical performance after a comprehensive clinical evaluation, risk stratification for SCD, and implementation of guideline-directed management. Before a shared decision between a clinician and patient is reached, the clinician should convey that risks associated with the physi- cal requirements of these occupations are uncertain. Recommendations for Sports and Activity (Continued) COR LOE Recommendations Downloaded from http://ahajournals.org by on June 19, 2025","Individuals with HCM can contemplate engaging in jobs involving manual labor, heavy lifting, or intense physical activity following a thorough clinical assessment, SCD risk evaluation, and adherence to guideline-based management. Prior to making a joint decision with the patient, the clinician must communicate that the risks linked to the physical demands of these jobs are not well-defined."
id_01869,"In patients with functionally limiting claudication, SET or a structured community-based exercise program should be offered as an initial treatment option.17,18,25,40","For patients experiencing claudication that limits function, an initial treatment option should include either supervised exercise therapy (SET) or a structured exercise program within the community."
id_02349,"In patients treated with TEVAR, longitudinal surveillance with MRI is a reasonable alterna- tive to CT for reduction of long-term radiation exposure or avoidance of an iodinated con- trast allergy.6-9","For patients undergoing TEVAR, ongoing monitoring with MRI is a suitable alternative to CT to minimize long-term radiation exposure or prevent an allergic reaction to iodinated contrast."
id_02829,"In pregnant women with HCM, selected beta blockers should be administered for symptoms related to outflow tract obstruction or arrhyth- mias, with monitoring of fetal growth.306,307","For pregnant women with HCM, specific beta blockers should be used to manage symptoms of outflow tract obstruction or arrhythmias, while monitoring fetal growth."
id_01389,"Use of neuromuscular blockers metabolized by cholinesterase (ie, succinylcholine and mivacu- rium) is not recommended for patients with or- ganophosphate or carbamate poisoning. Downloaded from http://ahajournals.org by on June 19, 2025","For patients with organophosphate or carbamate poisoning, it is advised to avoid neuromuscular blockers that are broken down by cholinesterase, such as succinylcholine and mivacurium."
id_01390,We recommend using sodium bicarbonate to treat life-threatening cardiotoxicity from tricyclic and/or tetracyclic antidepressant poisoning.,We advise administering sodium bicarbonate for the management of life-threatening cardiotoxicity caused by poisoning from tricyclic and/or tetracyclic antidepressants.
id_01870,"In patients with chronic symptomatic PAD, alterna- tive programs of nonwalking structured exercise therapy (eg, arm ergometry, recumbent stepping) can be beneficial to improve walking performance, functional status, and QOL.19,20,41–47","For patients with chronic symptomatic PAD, engaging in nonwalking structured exercise regimens, such as arm ergometry or recumbent stepping, may help enhance walking ability, functional capacity, and quality of life."
id_02830,"In most pregnant women with HCM, vaginal delivery is recommended as the first-choice delivery option.306,308","For the majority of pregnant women with HCM, vaginal delivery is advised as the preferred method of childbirth."
id_00430,"Clinicians should be familiar with the analytical performance and the 99th percentile upper reference limit that defines myocardial injury for the cTn assay used at their institution.23,26",Clinicians must understand the analytical performance and the 99th percentile upper reference limit for myocardial injury as defined by the cTn assay utilized at their institution.
id_02350,"In patients treated with open repair of the thoracic aorta without residual aortopathy, surveillance imaging with a CT or MRI within","For patients undergoing open thoracic aorta repair without remaining aortopathy, follow-up imaging using CT or MRI is recommended."
id_00431,"With availability of cTn, creatine kinase myocardial (CK-MB) isoenzyme and myoglobin are not useful for diagnosis of acute myocardial injury.27-32 Figure 4. Electrocardiographic-Directed Management of Chest Pain ECG indicates electrocardiogram; MI, myocardial infarction; NSTE-ACS, non–ST-segment–elevation acute coronary syndrome; and STEMI, ST- segment–elevation myocardial infarction. Downloaded from http://ahajournals.org by on June 19, 2025","With cTn available, CK-MB isoenzyme and myoglobin are not effective for diagnosing acute myocardial injury."
id_01391,It is reasonable to use sodium bicarbonate to treat life-threatening cardiotoxicity caused by poisoning from sodium channel blockers other than tricyclic or tetracyclic antidepressants.,"Sodium bicarbonate can be appropriately used to manage life-threatening cardiotoxicity resulting from poisoning by sodium channel blockers, excluding tricyclic or tetracyclic antidepressants."
id_01871,"In patients with chronic symptomatic PAD, the use- fulness of structured walking exercise therapy that avoids moderate to severe ischemic symptoms is uncertain.5,45,46","For patients with chronic symptomatic PAD, the benefit of structured walking exercise therapy that prevents moderate to severe ischemic symptoms is unclear."
id_02831,"In affected families with HCM, preconcep- tional and prenatal reproductive and genetic counseling should be offered.302,306,307,308","For families impacted by HCM, reproductive and genetic counseling should be provided before conception and during pregnancy."
id_00432,"In patients presenting with acute chest pain and suspected ACS, clinical decision pathways (CDPs) should categorize patients into low-, intermediate-, and high-risk strata to facilitate disposition and subsequent diagnostic evaluation.1-14","For patients with acute chest pain and suspected ACS, clinical decision pathways should classify them into low, intermediate, and high-risk groups to aid in their management and further diagnostic assessment."
id_02351,"In patients treated with open repair of the thoracic aorta who have residual aortopa- thy or abnormal findings on surveillance imaging, annual surveillance imaging is ­reasonable.","For patients undergoing open thoracic aorta repair who exhibit residual aortopathy or abnormal results on follow-up imaging, it is reasonable to conduct surveillance imaging annually."
id_01392,"It is reasonable to use extracorporeal life sup- port, such as VA-ECMO, to treat refractory cardiogenic shock from sodium channel blocker poisoning.","Utilizing extracorporeal life support, like VA-ECMO, is a sensible approach for managing refractory cardiogenic shock caused by sodium channel blocker poisoning."
id_01872,"In patients with chronic symptomatic PAD, the usefulness of unstructured exercise to improve walking performance, functional status, and QOL is uncertain.10,12,28 Table 14.  Structured Exercise Programs for PAD Supervised Exercise Therapy5,7,16–28,42,52,53","For patients with chronic symptomatic PAD, the effectiveness of unstructured exercise in enhancing walking ability, functional capacity, and quality of life remains unclear."
id_01393,"It may be reasonable to use Vaughan-Williams class Ib antidysrhythmics (eg, lidocaine) to treat life-threatening cardiotoxicity from class Ia or Ic sodium channel blockers.","Using Vaughan-Williams class Ib antidysrhythmics, such as lidocaine, might be an appropriate approach for managing life-threatening cardiotoxicity caused by class Ia or Ic sodium channel blockers."
id_02352,"In patients with AAA treated with EVAR, baseline surveillance imaging with CT is recommended at 1 month postopera- tively1,2; if there is no evidence of endoleak or sac enlargement, continued surveil- lance with duplex ultrasound at 12 months and then annually thereafter is recom- mended.1,3,4","For patients with AAA who have undergone EVAR, it is advised to perform baseline surveillance imaging using CT at 1 month post-surgery; if no endoleak or sac enlargement is detected, further monitoring with duplex ultrasound is recommended at 12 months and annually thereafter."
id_00433,"In the evaluation of patients presenting with acute chest pain and suspected ACS for whom serial troponins are indicated to exclude myocardial injury, recommended time intervals after the initial troponin sample collection (time zero) for repeat measurements are: 1 to 3 hours for high-sensitivity troponin and 3 to 6 hours for conventional troponin assays.15-17","For patients with acute chest pain and suspected ACS requiring serial troponin tests to rule out myocardial injury, it is advised to repeat high-sensitivity troponin measurements 1 to 3 hours after the initial sample (time zero) and conventional troponin assays 3 to 6 hours later."
id_02353,"In patients with AAA treated with EVAR who are undergoing annual surveillance imaging duplex ultrasound, additional cross-sectional imaging with CT or MRI of the abdomen and pelvis every 5 years postoperatively is reason- able.5-8","For patients with AAA who have undergone EVAR and receive yearly surveillance with duplex ultrasound, it is advisable to include cross-sectional imaging using CT or MRI of the abdomen and pelvis every five years after the procedure."
id_01873,"In patients with asymptomatic PAD, it is reasonable to perform revascularization procedures (endovas- cular or surgical) to reconstruct diseased arteries if needed for the safety, feasibility, or effectiveness of other procedures (eg, transfemoral aortic valve replacement, mechanical circulatory support, endovascular aortic aneurysm repair).1–8","For patients with asymptomatic PAD, revascularization procedures (either endovascular or surgical) may be appropriately conducted to restore diseased arteries when necessary to ensure the safety, feasibility, or effectiveness of other interventions, such as transfemoral aortic valve replacement, mechanical circulatory support, or endovascular aortic aneurysm repair."
id_01394,It may be reasonable to use intravenous lipid emulsion to treat life-threatening sodium channel blocker poisoning refractory to other treatment modalities.,Intravenous lipid emulsion might be a suitable option for managing life-threatening sodium channel blocker poisoning that does not respond to other treatments.
id_00434,"To standardize the detection and differentiation of myocardial injury in patients presenting with acute chest pain and suspected ACS, institutions should implement a CDP that includes a protocol for troponin sampling based on their particular assay.18,19",Institutions should establish a CDP with a protocol for troponin testing tailored to their specific assay to ensure consistent identification and differentiation of myocardial injury in patients with acute chest pain and suspected ACS.
id_02833,"For women with clinically stable HCM who wish to become pregnant, it is reasonable to advise that pregnancy is generally safe as part of a shared discussion regarding potential maternal and fetal risks, and initiation of guideline-directed therapy.309–312","For women with clinically stable hypertrophic cardiomyopathy considering pregnancy, it is appropriate to suggest that pregnancy is typically safe, as part of a collaborative discussion about possible maternal and fetal risks and the start of therapy guided by established guidelines."
id_02832,"For pregnant women with HCM, care should be coordinated between their cardiologist and an obstetrician. For patients with HCM who are deemed high risk, consultation is advised with an expert in maternal-fetal medicine.","Pregnant women with HCM should have their care managed collaboratively by a cardiologist and an obstetrician, and those considered high risk should seek advice from a maternal-fetal medicine specialist."
id_01874,"In patients with functionally limiting claudication who are being considered for revascularization, potential benefits with respect to QOL, walking performance, and overall functional status should be weighed against the risks and durability of intervention and possible need for repeated procedures.1–6","For patients with claudication that limits function and are candidates for revascularization, the potential improvements in quality of life, walking ability, and overall function should be balanced against the intervention's risks, longevity, and the possibility of needing additional procedures."
id_02834,"In pregnant women with HCM, cardioversion for new or recurrent AF, particularly if symp- tomatic, is reasonable.302,313","For pregnant women with HCM, performing cardioversion for new or recurrent AF, especially if symptomatic, is advisable."
id_02354,"In patients with AAA treated with EVAR and abnormal findings (Table 21) on any surveil- lance duplex ultrasound, additional cross-sec- tional imaging with CT or MRI is reasonable.9","For patients with AAA who have undergone EVAR and exhibit abnormal results on any surveillance duplex ultrasound (refer to Table 21), it is reasonable to obtain further cross-sectional imaging with CT or MRI."
id_01395,We recommend sedation for severe agitation from sympathomimetic poisoning.,Sedation is advised for managing severe agitation caused by sympathomimetic poisoning.
id_02355,"In patients with AAA treated with complex EVAR, a modified surveillance imaging plan that combines cross-sectional imaging and duplex ultrasound of target vessels is reason- able.10,11","For patients undergoing complex EVAR for AAA, it is reasonable to implement a revised imaging surveillance strategy that integrates cross-sectional imaging with duplex ultrasound of the target vessels."
id_02835,"In pregnant women with HCM, general or epidural anesthesia is reasonable, with precautions to avoid hypotension.310","For pregnant women with HCM, it is advisable to use general or epidural anesthesia while taking measures to prevent hypotension."
id_00435,"In patients with acute chest pain and suspected ACS, previous testing when available should be considered and incorporated into CDPs.20-24","For patients experiencing acute chest pain with a suspicion of ACS, any prior test results should be evaluated and integrated into CDPs."
id_01875,"In patients with functionally limiting claudication and an inadequate response to GDMT (including structured exercise), revascularization is a reasonable treatment option to improve walking function and QOL.7–14","For patients experiencing functionally limiting claudication who do not adequately respond to GDMT, including structured exercise, revascularization is a suitable option to enhance walking ability and quality of life."
id_00436,"For patients with acute chest pain, a normal ECG, and symptoms suggestive of ACS that began at least 3 hours before ED arrival, a single hs-cTn concentration that is below the limit of detection on initial measurement (time zero) is reasonable to exclude myocardial injury.13,25-29","For patients experiencing acute chest pain with a normal ECG and symptoms indicative of ACS that started at least 3 hours prior to arriving at the ED, it is reasonable to rule out myocardial injury if a single hs-cTn level measured at time zero is below the detection limit."
id_01396,We recommend rapid external cooling for life- threatening hyperthermia from sympathomimetic poisoning.,We advise prompt external cooling for severe hyperthermia caused by sympathomimetic toxicity.
id_01397,"Vasodilators, such as phentolamine and/or nitrates, are reasonable for coronary vasospasm from sympathomimetic poisoning.","Phentolamine and/or nitrates, as vasodilators, are appropriate for treating coronary vasospasm caused by sympathomimetic poisoning."
id_00437,Patients with acute chest pain and a 30-day risk of death or MACE <1% should be designated as low risk.1-11,Patients experiencing acute chest pain with a 30-day mortality or major adverse cardiac event risk of less than 1% should be classified as low risk.
id_02356,"In patients with AAA who have undergone open repair, surveillance imaging with CT or MRI of the abdominopelvic aorta within 1 year postoperatively and then every 5 years there- after is reasonable.5,6","For patients with AAA who have had open repair, it is advisable to perform surveillance imaging of the abdominopelvic aorta using CT or MRI within the first year after surgery and subsequently every five years."
id_01876,"In patients with claudication who have had an adequate clinical response to GDMT (including structured exercise), revascularization is not recommended. Revascularization for Claudication: Aortoiliac Disease and Femoro- popliteal Disease (Excluding Common Femoral Artery Disease)","For patients experiencing claudication who have responded well to guideline-directed medical therapy, including structured exercise, revascularization is not advised for aortoiliac and femoropopliteal diseases, excluding common femoral artery disease."
id_01877,"In patients with functionally limiting claudication and hemodynamically significant aortoiliac or femoropopliteal disease with inadequate response to GDMT (including structured exercise), endovascular revascularization is effective to improve walking performance and QOL.7–28","For patients experiencing functionally limiting claudication and hemodynamically significant aortoiliac or femoropopliteal disease who do not adequately respond to GDMT, including structured exercise, endovascular revascularization effectively enhances walking ability and quality of life."
id_02357,"In patients with a suspected AAS, CT is rec- ommended for initial diagnostic imaging, given its wide availability, accuracy, and speed, as well as the extent of anatomic detail it pro- vides.1-5","For patients suspected of having an AAS, it is advised to use CT for the initial diagnostic imaging due to its broad accessibility, precision, rapid results, and the detailed anatomical information it offers."
id_00438,"In patients with acute chest pain and suspected ACS who are deemed low-risk (<1% 30-day risk of death or MACE), it is reasonable to discharge home without admission or urgent cardiac testing.12-16","For patients experiencing acute chest pain with suspected ACS and assessed as low-risk (less than 1% 30-day risk of death or MACE), it is appropriate to discharge them home without hospital admission or immediate cardiac testing."
id_02837,"In pregnant women with HCM, fetal echocar- diography may be considered for diagnosis of fetal HCM in the context of prenatal counseling. 6.4. Comorbidities Table 9 addresses lifestyle considerations for patients with HCM. Recommendations for Patients With Comorbidities Referenced studies that support the recommendations are summarized in Online Data Supplement 21. COR LOE Recommendations","For pregnant women with HCM, fetal echocardiography can be considered to diagnose fetal HCM as part of prenatal counseling."
id_02836,"In pregnant women with HCM, it is reason- able to perform serial echocardiography, par- ticularly during the second or third trimester when hemodynamic load is highest, or if clini- cal symptoms develop.309","For pregnant women with HCM, conducting regular echocardiograms is advisable, especially in the second or third trimester when the hemodynamic load peaks, or if clinical symptoms arise."
id_02358,"In patients with a suspected AAS, TEE and MRI are reasonable alternatives for initial diagnostic imaging.1-6","For patients with a suspected AAS, TEE and MRI are suitable options for initial diagnostic imaging."
id_02838,"In patients with HCM, adherence to the guidelines on the prevention of atheroscle- rotic cardiovascular disease is recommended to reduce risk of cardiovascular events.294","For patients with HCM, it is advised to follow the guidelines for preventing atherosclerotic cardiovascular disease to lower the risk of cardiovascular events."
id_01878,"In patients with functionally limiting claudication and hemodynamically significant aortoiliac or femoropopliteal disease with inadequate response to GDMT (including structured exercise), surgical revascularization is reasonable if perioperative risk is acceptable and technical factors suggest advantages over endovascular approaches.29–31 Revascularization for Claudication: Common Femoral Artery Disease","For patients experiencing functionally limiting claudication and hemodynamically significant aortoiliac or femoropopliteal disease who do not adequately respond to GDMT, including structured exercise, surgical revascularization is a reasonable option if the perioperative risk is acceptable and technical considerations favor it over endovascular methods."
id_01398,"Mechanical circulatory support, such as intra- aortic balloon pump or VA-ECMO, is reasonable for cardiogenic shock from sympathomimetic poi- soning refractory to other treatment measures.","For cardiogenic shock due to sympathomimetic poisoning that does not respond to other treatments, using mechanical circulatory support like an intra-aortic balloon pump or VA-ECMO is a reasonable option."
id_01399,"Prolonged use of physical restraint without sedation is potentially harmful. Downloaded from http://ahajournals.org by on June 19, 2025",Extended application of physical restraint without sedation may be detrimental.
