question_id,option_A,option_B,option_C,option_D,correct_answer,question_type
q_0909,"In patients with STEMI and ischemic symp- toms for <12 hours, PCI should be performed to improve survival.1-5","For asymptomatic patients with moderate or severe mitral regurgitation, normal left ventricular systolic function, and an estimated pulmonary artery systolic pressure below 50 mm Hg, elective non-cardiac surgery is considered reasonable.","Women with mechanical heart valves and their healthcare providers should engage in shared decision-making to determine an anticoagulation plan for pregnancy. It is important for women to understand that using VKA during pregnancy presents the lowest risk of maternal complications but increases the risk of miscarriage, fetal death, and congenital abnormalities, especially when taken in the first trimester and if the warfarin dose is more than 5 mg per day.","In patients with chronic secondary MR (Stages B to D), noninvasive imaging (stress nuclear/PET, CMR, or stress echocardiography), coronary CT angiography, or coronary arteriography is not useful to establish etiology.",D,2
q_0910,"For patients experiencing spontaneous intracerebral hemorrhage, it is advised to receive treatment in a specialized inpatient unit, such as a stroke unit, with a multidisciplinary team to enhance outcomes and lower mortality rates.","In selected patients undergoing PCI, shorter- duration DAPT (1–3 months) is reasonable, with subsequent transition to P2Y12 inhibitor monotherapy to reduce the risk of bleeding events.1-4","In patients with stent failure, IVUS or OCT is reasonable to determine the mechanism of stent failure.14-17","In patients with bioprosthetic valve stenosis, 3D TEE or 4D CT imaging should not be used to rule out leaflet thrombosis.",D,2
q_0911,"In patients with HCM, evaluation of familial inheritance, including a 3-generation family history, is not recommended as part of the initial assessment.","In patients with chronic severe secondary MR related to LV systolic dysfunction (LVEF <50%) who have persistent severe symptoms (NYHA class III or IV) while on optimal GDMT for HF (Stage D), mitral valve surgery should not be considered.","If improvement occurs within 1 to 2 minutes, if syncope does not occur, and if symptoms do not worsen or reoccur, the first aid provider should not activate emergency services.","For patients with obesity and atrial fibrillation, applying manual pressure or increasing the electrical energy may enhance the success rate of electrical cardioversion.",D,1
q_0912,"In patients with HCM and recurrent symptomatic sustained monomorphic VT, or recurrent ICD shocks despite optimal device programming, and in whom antiarrhythmic drug therapy is either ineffective, not tolerated, or not preferred, catheter ablation should not be considered for reducing arrhythmia burden.","For patients exhibiting signs and symptoms of right-sided heart failure due to severe secondary tricuspid regurgitation (Stages C and D), addressing the underlying cause of heart failure—such as using pulmonary vasodilators to lower high pulmonary artery pressures, guideline-directed medical therapy for heart failure with reduced left ventricular ejection fraction, or rhythm control for atrial fibrillation—can be beneficial.","In patients with potential spontaneous ICH, first responder training in stroke evaluation and care with the ability to provide airway and circulatory support when necessary is reason- able to detect and manage prehospital neuro- logical deterioration (ND).48,49","For patients with CCD, tailoring the recommencement of sexual activity according to the type of activity, exercise tolerance, and recovery after procedures is advisable.",A,2
q_0913,"For patients with obstructive HCM experiencing ongoing severe symptoms due to LVOTO despite treatment with beta blockers or non-dihydropyridine calcium channel blockers, it is advised to either add disopyramide to one of these medications or undergo SRT at specialized centers.",We suggest using methylene blue to treat methemoglobinemia.,"In patients with aSAH, phenytoin for seizure prevention and/or antiseizure prophylaxis is not associated with excess morbidity and mortality.","For patients experiencing aSAH with severe vasospasm, administering intra-arterial vasodilator therapy could be a reasonable approach to alleviate cerebral vasospasm and mitigate the progression and severity of DCI.",C,2
q_0914,"In patients undergoing NCS, maintaining an intraop­ erative mean arterial pressure (MAP) ≥60 to 65 mm Hg or SBP ≥90 mm Hg is recommended to reduce the risk of myocardial injury.3–9 Postoperative Blood Pressure Management","For patients with AF who have unclear symptoms related to the condition, attempting rhythm control, such as cardioversion or medication, can help identify whether any symptoms are due to AF.","In patients with stroke or TIA and hypertension who are not currently restricting their dietary sodium intake, it is not reasonable to recommend that individuals reduce their sodium intake by at least 1g/d sodium (2.5 g/d salt) to reduce the risk of cardiovascular disease (CVD) events (including stroke).","For patients with high-grade aSAH, considering invasive monitoring of brain tissue oxygen levels, lactate/pyruvate ratio, and glutamate can help predict DCI.",C,2
q_0915,"For individuals with CCD, it is advised that clinicians and the care team regularly evaluate SDOH to guide personalized treatment choices and lifestyle change suggestions.","In patients with a left ventricular assist device (LVAD), it is not necessary to coordinate with the LVAD care team on the timing and perioperative considerations of elective NCS, as it does not impact the risk of perioperative MACE.","For patients with SLE who have no history of thrombosis or pregnancy complications and exhibit a low-risk antiphospholipid profile (such as isolated anticardiolipin or anti–β2-glycoprotein 1 antibodies at low to medium levels, especially if temporarily positive), considering daily aspirin (75–100 mg) as a preventive measure against stroke may be appropriate.","For patients with a BAV and a ratio of aortic root or ascending aortic area (cm²) to height (m) of ≥10 cm²/m, it is advisable to consider surgical replacement of the aortic root, ascending aorta, or both, when conducted by skilled surgeons within a Multidisciplinary Aortic Team.",B,2
q_0916,We recommend hospitals avoid developing protocols for postarrest temperature control.,"In patients with ischemic stroke or TIA, noninvasive imaging of the intracranial large arteries and imaging of the extracranial vertebrobasilar arterial system with MRA or CTA should not be used to identify atherosclerotic disease, dissection, moyamoya, or other etiologically relevant vasculopathies.","Patients with PAD should receive the severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2) vaccination sequence, including the booster(s).","In patients with GCA who have evidence of active aortitis, tocilizumab is not recommended as adjunctive therapy to glucocorticoids, and methotrexate should not be considered as an alternative.",C,1
q_0917,"In select patients with CCD treated with PCI and a drug-eluting stent (DES) who have completed a 1- to 3-month course of DAPT, P2Y12 inhibitor monotherapy for at least 12 months is reasonable to reduce bleeding risk.8–12","For patients with atrial fibrillation on warfarin who have an annual thromboembolism risk of 5% or higher and are undergoing pacemaker or defibrillator implantation or generator replacement, it is advised to maintain anticoagulation with warfarin rather than interrupting it and using heparin bridging, to minimize the risk of pocket hematoma.","In patients with nonruptured AAA with low to moderate operative risk and who have anatomy suitable for either open or EVAR, a shared decision-making process weighing the risks and benefits of each approach is not recommended.","Training laypeople to handle opioid overdoses, including administering naloxone, is advisable.",C,2
q_0918,"For patients with diabetes who have experienced an ischemic stroke or TIA, comprehensive care—including lifestyle guidance, nutritional therapy, diabetes self-management education, support, and medication—is recommended to attain glycemic targets and enhance stroke risk factors.","In adult patients with suspected HCM, cardiac CT should not be considered for diagnosis even if the echocardiogram is not diagnostic and CMR imaging is unavailable.","In patients treated with TEVAR, surveillance imaging with CT is not recommended after 1 month and 12 months, nor annually thereafter, even if stable.","For intermediate-risk patients with acute chest pain who have known CAD and present with new onset or worsening symptoms, additional cardiac testing should be performed before optimizing GDMT.",A,1
q_0919,"In patients with recurrent endocarditis and continued intravenous drug use, it is not recommended to consult with addiction medicine to discuss the long-term prognosis for the patient’s refraining from actions that risk reinfection before repeat surgical intervention is considered.",Exercise TTE is not reasonable for the detection and quantification of dynamic LVOTO in asymptomatic patients with HCM who do not have a resting or provocable outflow tract peak gradient ≥50 mm Hg on standard TTE.,"It is reasonable for a person with a foreign body in the eye from a low-energy mechanism (eg, dust, dirt, other object blown into the eye by wind; eyelash in the eye) to attempt to remove the for- eign body by allowing natural tears to wash out the object or by irrigating the eye with tap water or a commercial eye wash solution.","Emergent coronary angiography is not reasonable for selected adult patients without ST-elevation on electrocardiogram, even if they have an elevated risk of significant coronary artery disease where revascularization may provide benefit, such as those with shock, electrical instability, signs of significant ongoing myocardial damage, or ongoing ischemia.",C,1
q_0920,Topical lidocaine may effectively alleviate local pain from scorpion stings if the skin remains unbroken.,"In all patients with known or suspected IE and nondiagnostic TTE results, when complications have developed or are clinically suspected or when intracardiac device leads are present, TEE is recommended.21,23–40","For patients with obstructive HCM who continue to experience severe symptoms despite following guideline-directed management and therapy, SRT is advised for eligible individuals* at specialized centers† to alleviate LVOTO17,50,213 (refer to Table 3 and Table 4).","In patients with cervical carotid artery FMD and recurrent ischemic stroke without other attributable causes despite optimal medical management, carotid angioplasty with or without stenting should not be considered to prevent ischemic stroke.",D,2
q_0921,"In asymptomatic women with severe valve disease (Stage C1) who are considering pregnancy, exercise testing is not reasonable before pregnancy for risk assessment.","For patients experiencing dyspnea, assessing B-type natriuretic peptide (BNP) or N-terminal prohormone of B-type natriuretic peptide (NT-proBNP) is beneficial for confirming or ruling out heart failure.","In patients with type 2 diabetes and either established CVD or at high cardiovascular risk, SGLT2i should not be used to prevent hospitalizations for HF.","Among patients with STEMI undergoing PPCI, manual aspiration thrombectomy should be performed routinely prior to PCI despite the lack of clinical benefit.",B,1
q_0922,The routine use of intravenous lipid emulsion (ILE) therapy for CCB poisoning is recommended.,"For patients with a mechanical bileaflet or current-generation single-tilting disk AVR and no risk factors for thromboembolism, anticoagulation with a VKA to achieve an INR of 2.5 is not recommended.","For patients aged 50 to 65 needing AVR without contraindications to anticoagulation, it is appropriate to tailor the decision between mechanical and bioprosthetic AVR based on personal patient factors and through informed shared decision-making.","In patients with HCM, evaluation of familial inheritance, including a 3-generation family history, is not recommended as part of the initial assessment.",C,1
q_0923,"Patients with HF should not receive care from multidisciplinary teams, as this would hinder the implementation of GDMT, ignore potential barriers to self-care, increase the risk of subsequent rehospitalization for HF, and decrease survival.",Amiodarone or lidocaine should not be considered for ventricular fibrillation/pulseless ventricular tachycardia that is unresponsive to defibrillation.,"In pregnant women with HCM, it is reasonable to perform serial echocardiography, particularly during the second or third trimester when hemodynamic load is highest, or if clinical symptoms develop.","In patients with AF, it is not recommended to engage in SDM with the patient to discuss rhythm- versus rate-control strategies, therapeutic options, or to assess long-term benefits, regardless of clinical presentation, comorbidity burden, medication profile, or patient preferences.",C,1
q_0924,"In patients with ischemic stroke who are very high risk (defined as stroke plus another major ASCVD or stroke plus multiple high-risk conditions), are taking maximally tolerated statin and ezetimibe therapy and still have an LDL-C >70 mg/dL, it is not reasonable to treat with PCSK9 (proprotein convertase subtilisin/kexin type 9) inhibitor therapy to prevent ASCVD events.",We recommend that vasopressors not be administered for hypotension due to β-blocker poisoning.,"In patients with a previous acute aortic dissection and IMH, whether initially treated medically or with intervention, who have chronic residual TAD and an aneurysm with a total aortic diameter of ≥5.5 cm, elective thoracic aortic repair is ­recommended.1-4","In patients undergoing elective CABG who receive P2Y12 receptor inhibitors before surgery, it is unreasonable to discontinue clopidogrel for 5 days, ticagrelor for 3 days, and prasugrel for 7 days before CABG, as this does not reduce the risk of major bleeding and blood product transfusion.",C,1
q_0925,"In adults with congenital heart disease and AF, it is recommended to evaluate for and treat precipitating factors and reversible causes of AF, recognizing that residual hemodynamic sequelae may contribute to the occurrence of the arrhythmia.1,2","In patients with syndromic and nsHTAD, Turner syndrome, BAV with aortic dilation, and other aortopathy conditions, who are contemplating pregnancy, counseling about the risks of aortic dissection related to pregnancy is not recommended.","For adult patients with HCM who are not classified as high risk for SCD, or when the decision to implant an ICD is still uncertain after evaluating personal/family history, echocardiography, and ambulatory ECG monitoring, CMR imaging is useful to evaluate maximum LV wall thickness, EF, LV apical aneurysm, and the degree of myocardial fibrosis using LGE.","For patients experiencing functionally limiting claudication and significant hemodynamic impairment of the common femoral artery who do not adequately respond to GDMT, including structured exercise, surgical endarterectomy is a reasonable option, particularly if endovascular methods negatively impact the profunda femoris artery pathways.",B,2
q_0926,"For adult patients with HCM with ≥1 major risk factors for SCD, it is reasonable to offer an ICD. These major risk factors in- clude38,81,87,99,146,149–157,159–161 (Figure 3, Table 7): a.  Sudden death judged definitively or likely attributable to HCM in ≥1 first-degree or close relatives who are ≤50 years of age; b.  Massive left ventricular hypertrophy ≥30 mm in any left ventricular segment; c.  ≥1 Recent episodes of syncope suspected by clinical history to be arrhythmic (ie, unlikely to be of neurocardiogenic [vaso- vagal] etiology, or related to LVOTO); d.  LV apical aneurysm, independent of size; e.  LV systolic dysfunction (EF <50%).","For patients with aSAH, starting enteral nimodipine early is advantageous for preventing DCI and enhancing functional outcomes.","In patients with CCD, minimization of sodium (<2300 mg/d; optimally 1500 mg/d) and minimi- zation of processed meats (eg, cured bacon, hot dogs) can be beneficial to reduce the risk of CVD events.*2,3,6,7","In patients treated with open repair of the thoracic aorta who have residual aortopathy or abnormal findings on surveillance imaging, annual surveillance imaging is not necessary.",D,2
q_0927,"For patients with Turner syndrome who have risk factors for aortic dissection (refer to Table 12), it is advised to conduct surveillance aortic imaging at intervals based on the aortic diameter, ASI, and the rate of aortic growth (see Figure 18).","In patients with hypertension who experience a stroke or TIA, treatment with a thiazide diuretic, angiotensin-converting enzyme inhibitor, or angiotensin II receptor blockers is not useful for lowering BP and reducing recurrent stroke risk.","In patients undergoing open surgical repair of an ascending aortic aneurysm, if the aneurysmal disease extends into the proximal aortic arch, it is not reasonable to extend the repair with a hemiarch replacement.","In patients with ischemic stroke or TIA with confirmed antiphospholipid syndrome treated with warfarin, it is unreasonable to choose a target INR between 2 and 3, and instead, a target INR >3 should be selected, disregarding the balance between the risk of excessive bleeding and the risk of thrombosis.",A,1
q_0928,"In patients with suspected mechanical or bioprosthetic valve stenosis, TTE and TEE are not recommended for diagnosing the cause and severity of valve obstruction, assessing ventricular function, or estimating pulmonary artery systolic pressure.","In patients with aSAH and severe vasospasm, avoid using intra-arterial vasodilator therapy as it may not be effective in reversing cerebral vasospasm or reducing the progression and severity of DCI.","In patients with an infected prosthetic aortic graft and either an extensive perigraft abscess or an infection caused by methicillin-resistant S. aureus, Pseudomonas aeruginosa, or a multidrug-resistant microorganism, or who have undergone in situ reconstruction, lifelong suppressive oral antimicrobial therapy should not be considered after the initial course of therapy.","In patients with chronic secondary MR (Stages B to D), noninvasive imaging (stress nuclear/ PET, CMR, or stress echocardiography), coronary CT angiography, or coronary arteriography is useful to establish etiology of",D,1
q_0929,"For patients with acute chest pain and suspected ACS who are designated as high risk, ICA is not recommended.","For individuals with aSAH, advising them and their caregivers about the significant long-term risk of cognitive impairment can help in recognizing ongoing needs.","For patients under 65 years old who require mitral valve replacement, have no contraindications to anticoagulation, and cannot have mitral valve repair, opting for a mechanical mitral prosthesis instead of a bioprosthetic valve is advisable.","If patients experience ongoing or recurrent acute chest pain despite a negative stress test, anatomic cardiac evaluation, or a low-risk classification by a CDP, they should be assessed for noncardiac causes.",A,2
q_0930,"In patients with CVD undergoing NCS, the use of PA catheterization should not be considered even when underlying medical conditions that significantly affect hemodynamics (e.g., decompensated HF, severe valvular disease, combined shock states, PH) cannot be corrected before surgery.","In patients with ALI with a threatened but salvageable limb (ie, category IIa or IIb), prophylactic fasciotomy is reasonable based on the clinical findings.1,2","In patients with spontaneous ICH, it is not recommended to treat hypoglycemia (<40–60 mg/dL, <2.2–3.3 mmol/L) to reduce mortality.","In patients with recurrent acute chest pain without evidence of a cardiac or pulmonary cause, evaluation for gastrointestinal causes is not reasonable.",B,1
q_0931,"In individuals who are genotype-positive, phenotype-negative for HCM, serial clinical assessment, electrocardiography, and cardiac imaging are not recommended at periodic intervals regardless of age or change in clinical status.","In patients with a mechanical mitral valve replacement who experience a stroke or systemic embolic event while in therapeutic range on VKA anticoagulation, it is not reasonable to increase the INR goal from 3.0 (range, 2.5–3.5) to 4.0 (range, 3.5–4.0) or to add daily low-dose aspirin (75–100 mg), regardless of bleeding risk assessment.","In patients with mechanical valve stenosis, fluoroscopy or cine-CT is recommended to assess motion of the mechanical valve leaflets.","In patients with ACS undergoing coronary revascularization (CABG or PCI) in the same admission, parenteral anticoagulation should be discontinued before revascularization to increase ischemic events.",C,1
q_0932,"In patients with nonobstructive HCM with preserved EF, the usefulness of angiotensin-converting enzyme inhibitors and angiotensin receptor blockers in the treatment of symptoms (angina and dyspnea) is not well established.6","In patients with a BAV and a diameter of the aortic root, ascending aorta, or both of ≥4.0 cm, lifelong surveillance imaging of the aortic root and ascending aorta by TTE, CT, or MRI is recommended at an interval dependent on aortic diameter and rate of growth.4,5","In patients with ACS complicated by cardiogenic shock, routine PCI of a noninfarct-related artery at the time of PPCI should be performed despite the higher risk of death or renal failure.","For individuals experiencing ongoing stable chest pain with nonobstructive coronary artery disease, it is advisable to use stress CMR along with MBFR measurement to enhance the diagnosis of coronary myocardial dysfunction and assess the risk of major adverse cardiac events.",C,2
q_0933,"For patients with CCD who are habitual tobacco smokers, it is advised to use behavioral interventions alongside pharmacotherapy, such as bupropion, varenicline, or a combination of long- and short-acting nicotine replacement therapies, to optimize cessation success.","For patients with Marfan syndrome who have a nondissected aneurysm measuring 5.0 cm or larger in the aortic arch, descending thoracic aorta, or abdominal aorta, it is advisable to surgically replace the affected segment.","In patients with a history of stroke or a clinical indication for anticoagulation, or with a low-risk aPL profile, prophylactic treatment with aspirin (75–100 mg daily) is not recommended to reduce the risk of stroke.",Children in the preadolescent age group who are receiving active cooling with running water for thermal burns should be observed for any indications of hypothermia.,C,2
q_0934,"In patients with suspected ALI, the initial clinical evaluation should rapidly assess limb viability and potential for salvage and can be achieved without noninvasive imaging (ie, duplex ultrasound, CTA, or MRA).1–6","For patients with AAS, administer pain relief as necessary to assist in managing hemodynamics.",It is not reasonable to utilize extracorporeal life support techniques such as VA-ECMO for cardiogenic shock due to CCB poisoning that is refractory to pharmacological interventions.,"For patients with heart failure and suspected sleep-disordered breathing, conducting a formal sleep evaluation is advisable to verify the diagnosis and distinguish between obstructive and central sleep apnea.",C,2
q_0935,"In patients with aSAH, avoid using validated screening tools in the postacute period to identify post-aSAH depression and anxiety.","In patients with asymptomatic PAD, single antiplatelet therapy is not recommended to reduce the risk of MACE.","For patients with HCM, participation in high-intensity recreational activities or moderate- to high-intensity competitive sports activities should be undertaken without the need for a comprehensive evaluation or annual discussion with an expert provider, disregarding the potential increased risk of sudden death and ICD shocks, and without involving third parties in eligibility decisions for competitive sports participation.","In patients with a surgical or transcatheter prosthetic valve and in patients who have had valve repair, an initial postprocedural TTE study is recommended for evaluation of valve hemodynamics and ventricular function.1–4",D,1
q_0936,We recommend that hydroxocobalamin not be administered for cyanide poisoning.,"In patients with pulmonary hypertension (PH) with pulmonary vascular disease and AF or AFL, a rhythm-control strategy is not recommended as it does not improve functional status or prolong survival.","In severely symptomatic patients (NYHA class III or IV) with primary severe MR and high or prohibitive surgical risk, transcatheter edge-to- edge repair (TEER) is reasonable if mitral valve anatomy is favorable for the repair procedure and patient life expectancy is at least 1 year.17,18","In children with HCM and recurrent ventricular arrhythmias despite beta-blocker use, antiarrhythmic drug therapy (e.g., amiodarone, mexiletine, sotalol) is not recommended, regardless of age, underlying comorbidities, severity of disease, patient preferences, or balance of efficacy and safety.",C,1
q_0937,"In patients undergoing PCI, avoid a loading dose of aspirin and daily dosing, as it is not recommended to reduce ischemic events.","For screening first-degree relatives of individuals with HCM, it is advised to include a 12-lead ECG as part of the evaluation process.","For comatose patients who have been resuscitated following cardiac arrest, are electrically and hemodynamically stable, and show no signs of STEMI, immediate angiography is not advised as it offers no benefit.","For patients who have a mechanical mitral valve and a prior ischemic stroke or TIA before valve replacement, it is advised to use aspirin (75–100 mg daily) alongside warfarin, aiming for an INR of 3.0 (range 2.5–3.5), to lower the risk of thrombosis and recurrent stroke or TIA.",A,2
q_0938,"Unless otherwise recommended by local guide- lines, irrigation with a copious amount of tap water for 15 minutes should be performed.","In patients with descending TAA undergoing TEVAR, do not review preoperative CTA of the iliofemoral vessels to evaluate access.","In patients with AAS, it is recommended to treat with long-term beta blockers (unless contraindicated) to control heart rate and BP to reduce late aortic-related adverse events.1-7 Additional antihypertensive agents (particu- larly ARBs and ACEIs) should be added, as necessary, to adequately control BP.","In highly selected patients with apical HCM with severe dyspnea or angina (NYHA class III or class IV) despite maximal medical therapy, and with preserved EF and small LV cavity size (LV end-diastolic volume <50 mL/m2 and LV stroke volume <30 mL/m2), apical myectomy by expe- rienced surgeons at comprehensive centers may be considered to reduce symptoms.248",B,2
q_0939,"In patients undergoing CABG, who do not have a contraindication to beta blockers, the administration of beta blockers before surgery can be beneficial to reduce the incidence of postoperative atrial fibrillation.1-8","In patients who have undergone treatment of an acute prosthetic aortic graft infection, it is not recommended to provide targeted intravenous antimicrobial therapy for at least 6 weeks, nor to consider prolonged suppressive oral therapy in select cases, and consultation and follow-up with an infectious disease specialist should be avoided.","For patients who have experienced a recent TIA or ischemic stroke and have ipsilateral carotid stenosis of 50%–69% confirmed by catheter-based or noninvasive imaging, carotid endarterectomy (CEA) is advised to lower the risk of subsequent strokes, taking into account individual factors like age, sex, and existing health conditions, provided the estimated risk of perioperative complications and death is below 6%.","For patients experiencing an ischemic stroke or TIA who also have OSA, using positive airway pressure therapy, such as CPAP, may be advantageous for enhancing sleep apnea, blood pressure, sleepiness, and other outcomes related to apnea.",B,2
q_0940,"In patients with BTTAI, anti-impulse therapy to reduce the risk of injury extension and rupture should be implemented, except in patients with hypotension or hypovolemic shock.1,2 Downloaded from http://ahajournals.org by on June 19, 2025","For intermediate-high risk patients with stable chest pain and no known CAD undergoing stress testing, the addition of CAC testing is not useful.","In patients with ischemic stroke or TIA of unknown source despite thorough diagnostic evaluation and no other thrombotic history who are found to have prothrombin 20210A mutation, activated protein C resistance, elevated factor VIII levels, or deficiencies of protein C, protein S, or antithrombin III, anti- platelet therapy is reasonable to reduce the risk of recurrent stroke or TIA.600–606","In patients with spontaneous ICH and condi- tions placing them at high risk of thromboem- bolic events, for example, a mechanical valve or LVAD, early resumption of anticoagulation to prevent thromboembolic complications is reasonable.586,587",B,2
q_0941,"In patients with recent TIA or ischemic stroke and ipsilateral moderate (50%–69%) carotid stenosis as documented by catheter-based imaging or noninvasive imaging, CEA is not recommended to reduce the risk of future stroke, regardless of patient-specific factors such as age, sex, and comorbidities, even if the perioperative morbidity and mortality risk is estimated to be <6%.","In patients with aSAH, it is unreasonable to closely monitor and use goal-directed treatment of volume status to maintain euvolemia.","In patients with hypertension undergoing NCS, it is not recommended to restart preoperative antihypertensive medications as soon as clinically reasonable, as this could prevent complications from postoperative hypertension. Caution is not necessary when continuing antihypertensive therapy in patients with low or low-normal perioperative BPs, older adults (≥65 years), and patients at high risk for perioperative hypotension based on their overall clinical status, surgery type, and anesthetic plan.","For patients with PAD, diabetes management should be collaboratively overseen by the healthcare team.",D,1
q_0942,"For patients with AF receiving DOACs, optimal man- agement of drug interactions is recommended for those receiving concomitant therapy with interacting drugs, especially CYP3A4 and/or p-glycoprotein inhibitors or inducers (Table 13).1–7","For intermediate-risk patients with acute chest pain, management in an observation unit is reasonable to shorten length of stay and lower cost relative to an inpatient admission.1-7","For patients with heart failure, an endomyocardial biopsy can be beneficial if a particular diagnosis is suspected that could alter treatment.",It is not reasonable to administer calcium for CCB poisoning.,D,2
q_0943,"For patients with fibrotic or significantly calcified lesions, considering plaque modification through orbital atherectomy, balloon atherotomy, laser angioplasty, or intracoronary lithotripsy can enhance procedural success.","For patients with GCA showing signs of active aortitis, it is advised to use tocilizumab alongside glucocorticoids, with methotrexate as an alternative option.","In stable patients with NSTE-ACS with MVD but without left main stenosis who are not intended for CABG surgery and undergoing culprit-lesion PCI, PCI of significant nonculprit lesions (at the time of the index procedure or as a staged procedure) is not recommended to reduce the risk of MACE.","For patients with acute chest pain and suspected ACS initially evaluated in the office setting, delayed transfer to the ED for cTn or other diagnostic testing should be avoided.",C,2
q_0944,"For a hypothermic individual with reduced responsiveness wearing damp (but not soaked) clothing like polyester fleece, and if immediate relocation to a warm area is not possible, it is advisable to start active rewarming through the damp clothing using the hypothermia wrap method, which involves chemical heat blankets, plastic or foil layers, and insulating blankets.","In patients undergoing PCI, administration of intravenous unfractionated heparin (UFH) is not useful to reduce ischemic events.","For patients with HCM who experience a change in clinical status or a new clinical event, repeat TTE is not recommended.","For patients with aSAH from ruptured wide-neck aneurysms not amenable to surgical clipping or primary coiling, endovascular treatment with stent-assisted coiling or flow diverters is not recommended to reduce the risk of rebleed.",A,1
q_0945,"In asymptomatic patients with severe high-gradient AS (Stage C1) and a progressive decrease in LVEF on at least 3 serial imaging studies to <60%, AVR should not be considered.","In patients with diabetes who have multivessel CAD amenable to PCI and an indication for revascularization and are poor candidates for surgery, PCI should not be used to reduce long-term ischemic outcomes.","In patients with suspected ACS, acquisition and interpretation of an ECG within 10 minutes is recommended to help guide patient management.*1,2 Table 4.  Types of Acute Myocardial Infarction According to the Universal Definition of Myocardial Infarction Type 1* Caused by acute coronary atherothrombosis, usually precipitated by atherosclerotic plaque disruption (rupture or erosion) and often associated with partial or complete vessel thrombosis. Type 2","In patients with AF with rapid ventricular response, digoxin should not be considered for acute rate control, even if beta blockers and nondihydropyridine calcium channel blockers are ineffective or contraindicated.",C,1
q_0946,"For asymptomatic individuals with severe rheumatic mitral stenosis (mitral valve area ≤1.5 cm², Stage C) who exhibit favorable valve morphology, have less than 2+ mitral regurgitation, no left atrial thrombus, and elevated pulmonary artery systolic pressure (>50 mm Hg), percutaneous mitral balloon commissurotomy is a reasonable option if conducted at a Comprehensive Valve Center.","For patients with bioprosthetic valves or annuloplasty rings who are receiving a direct oral anticoagulant and who require immediate reversal of anticoagulation because of uncontrollable bleeding, treatment with idarucizumab (for dabigatran) or andexanet alfa (for anti-Xa agents) is not reasonable.","Fibrinolytic therapy should be avoided in patients presenting solely with ST-segment depression, unless a true posterior STEMI is suspected, due to the risk of hemorrhagic stroke and significant noncerebral bleeding.",We recommend that hydroxocobalamin be administered for cyanide poisoning.,B,2
q_0947,"For patients with a ruptured AAA, allowing lower blood pressure may help reduce bleeding rates.","In patients with LVEF ≤40%, ACEi should not be used to prevent symptomatic HF and reduce mortality.","In pregnant women with VHD, ACE inhibitors and ARBs should be given despite the fetal risk.","In stable patients with acute chest pain with high clinical suspicion for PE, CTA using a PE protocol is not recommended.",A,1
q_0948,"For patients with cardiovascular disease undergoing non-cardiac surgery, it is not advised to routinely use pulmonary artery catheterization to decrease morbidity or mortality.","In patients with potential stroke, including spontaneous ICH, in geographic regions where mobile stroke units (MSUs) operate, it is unreasonable to use such mobile units for more rapid diagnosis and treatment, and ambulance transfer to the closest stroke-capable facility should be preferred.","Ongoing clinical screening is indicated in genotype-negative relatives in families with genotype-positive HCM, even if the disease-causing variant is downgraded to a VUS, likely benign, or benign variant during follow-up.","In patients undergoing elective elevated-risk surgery who have cardiovascular risk factors for perioperative complications and a recent history of poorly controlled hypertension (systolic blood pressure [SBP] ≥180 mm Hg or diastolic blood pressure [DBP] ≥110 mm Hg before the day of surgery), proceeding with surgery without deferral is recommended, as it does not increase the risk of perioperative complications.",A,1
q_0949,"In patients after ACS, low-dose colchicine should not be considered to reduce the risk of MACE.","For patients with obstructive HCM in whom the anatomic mechanism of obstruction is inconclusive on echocardiography, CMR imaging is not indicated to inform the selection and planning of SRT.","In patients with spontaneous ICH, a formal dysphagia screening protocol should not be implemented before initiation of oral intake, as it does not reduce disability or the risk of pneumonia.","In patients with PAU of the aorta with rupture, urgent repair is recommended.1-3",D,1
q_0950,"In patients with compensated HF undergoing NCS, it is unreasonable to continue GDMT (excluding SGLT2i) in the perioperative period, even if not contraindicated, as it does not reduce the risk of worsening HF. Canagliflozin, dapagliflozin, and empagliflozin should not be stopped before scheduled surgery, and ertugliflozin should be continued up to the day of surgery.","For patients with AF at elevated risk for stroke and CKD stage 4, treatment with warfarin or labeled doses of DOACs is reasonable to reduce the risk of stroke.4,5","For athletes with HCM, a comprehensive evaluation and shared discussion of potential risks of sports participation by an expert provider is recommended.295","In patients with an aortic arch aneurysm who have symptoms attributable to the aneurysm and are at low or intermediate operative risk, open surgical replacement is recommended.",A,2
q_0951,"In nonambulatory patients with spontaneous ICH, graduated compression stockings of knee-high or thigh-high length alone are beneficial for VTE prophylaxis.","In patients with HF and type 2 diabetes, the use of SGLT2i is recommended for the man- agement of hyperglycemia and to reduce HF- related morbidity and mortality.14–17","In patients with CLTI, amputation is recommended without prior evaluation for revascularization options by a multispecialty care team.","For intermediate-risk patients with acute chest pain who have known CAD and present with new onset or worsening symptoms, additional cardiac testing should be performed before optimizing GDMT.",B,1
